L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,ATC_Code,Name,DDD,U,Adm.R,Note
S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BC,Antiinflammatory agents & non-steroids,S01BC08,salicylic acid,,,,
S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BC,Antiinflammatory agents & non-steroids,S01BC09,pranoprofen,,,,
S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BC,Antiinflammatory agents & non-steroids,S01BC10,nepafenac,,,,
S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BC,Antiinflammatory agents & non-steroids,S01BC11,bromfenac,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA01,dexamethasone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA02,prednisolone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA03,hydrocortisone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA04,fluocortolone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA05,betamethasone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA06,fludrocortisone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA07,fluorometholone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA08,methylprednisolone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA09,chloroprednisone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA10,fluocinolone acetonide and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,S01CA11,clobetasone and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,S01CB01,dexamethasone,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,S01CB02,prednisolone,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,S01CB03,hydrocortisone,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,S01CB04,betamethasone,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,S01CB05,fluorometholone,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CC,Antiinflammatory agents & non-steroids and antiinfectives in combination,S01CC01,diclofenac and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CC,Antiinflammatory agents & non-steroids and antiinfectives in combination,S01CC02,indometacin and antiinfectives,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,S01EA01,epinephrine,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,S01EA02,dipivefrine,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,S01EA03,apraclonidine,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,S01EA04,clonidine,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,S01EA05,brimonidine,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EA,Sympathomimetics in glaucoma therapy,S01EA51,"epinephrine, combinations",,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB01,pilocarpine,0.4,ml,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB01,pilocarpine,0.285,,lamella,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB01,pilocarpine,40,mg,ointment,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB02,carbachol,0.4,ml,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB03,ecothiopate,0.2,ml,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB04,demecarium,0.1,ml,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB05,physostigmine,0.4,ml,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB06,neostigmine,40,mg,ointment,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB06,neostigmine,0.4,ml,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB07,fluostigmine,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB08,aceclidine,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB09,acetylcholine,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB10,paraoxon,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB51,"pilocarpine, combinations",,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EB,Parasympathomimetics,S01EB58,"aceclidine, combinations",,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,S01EC01,acetazolamide,0.75,g,O,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,S01EC01,acetazolamide,0.75,g,P,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,S01EC02,diclofenamide,0.1,g,O,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,S01EC03,dorzolamide,0.3,ml,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,S01EC04,brinzolamide,0.2,ml,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,S01EC05,methazolamide,0.2,g,O,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EC,Carbonic anhydrase inhibitors,S01EC54,"brinzolamide, combinations",,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED01,timolol,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED02,betaxolol,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED03,levobunolol,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED04,metipranolol,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED05,carteolol,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED06,befunolol,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED51,"timolol, combinations",,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED52,"betaxolol, combinations",,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED54,"metipranolol, combinations",,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01ED,Beta blocking agents,S01ED55,"carteolol, combinations",,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EE,Prostaglandin analogues,S01EE01,latanoprost,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EE,Prostaglandin analogues,S01EE02,unoprostone,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EE,Prostaglandin analogues,S01EE03,bimatoprost,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EE,Prostaglandin analogues,S01EE04,travoprost,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EE,Prostaglandin analogues,S01EE05,tafluprost,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX,Other antiglaucoma preparations,S01EX01,guanethidine,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX,Other antiglaucoma preparations,S01EX02,dapiprazole,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX,Other antiglaucoma preparations,S01EX05,netarsudil,,,,
S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EX,Other antiglaucoma preparations,S01EX06,omidenepag,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FA,Anticholinergics,S01FA01,atropine,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FA,Anticholinergics,S01FA02,scopolamine,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FA,Anticholinergics,S01FA03,methylscopolamine,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FA,Anticholinergics,S01FA04,cyclopentolate,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FA,Anticholinergics,S01FA05,homatropine,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FA,Anticholinergics,S01FA06,tropicamide,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FA,Anticholinergics,S01FA54,"cyclopentolate, combinations",,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FA,Anticholinergics,S01FA56,"tropicamide, combinations",,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FB,Sympathomimetics excl. antiglaucoma preparations,S01FB01,phenylephrine,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FB,Sympathomimetics excl. antiglaucoma preparations,S01FB02,ephedrine,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FB,Sympathomimetics excl. antiglaucoma preparations,S01FB03,ibopamine,,,,
S01,OPHTHALMOLOGICALS,S01F,MYDRIATICS AND CYCLOPLEGICS,S01FB,Sympathomimetics excl. antiglaucoma preparations,S01FB51,phenylephrine and ketorolac,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA01,naphazoline,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA02,tetryzoline,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA03,xylometazoline,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA04,oxymetazoline,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA05,phenylephrine,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA06,oxedrine,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA51,"naphazoline, combinations",,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA52,"tetryzoline, combinations",,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA53,"xylometazoline, combinations",,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA55,"phenylephrine, combinations",,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,S01GA56,"oxedrine, combinations",,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX01,cromoglicic acid,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX02,levocabastine,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX03,spaglumic acid,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX04,nedocromil,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX05,lodoxamide,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX06,emedastine,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX07,azelastine,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX08,ketotifen,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX09,olopatadine,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX10,epinastine,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX11,alcaftadine,,,,
S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,S01GX51,"cromoglicic acid, combinations",,,,
S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,S01HA01,cocaine,,,,
S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,S01HA02,oxybuprocaine,,,,
S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,S01HA03,tetracaine,,,,
S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,S01HA04,proxymetacaine,,,,
S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,S01HA05,procaine,,,,
S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,S01HA06,cinchocaine,,,,
S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,S01HA07,lidocaine,,,,
S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics,S01HA30,combinations,,,,
S01,OPHTHALMOLOGICALS,S01J,DIAGNOSTIC AGENTS,S01JA,Colouring agents,S01JA01,fluorescein,,,,
S01,OPHTHALMOLOGICALS,S01J,DIAGNOSTIC AGENTS,S01JA,Colouring agents,S01JA02,rose bengal sodium,,,,
S01,OPHTHALMOLOGICALS,S01J,DIAGNOSTIC AGENTS,S01JA,Colouring agents,S01JA51,"fluorescein, combinations",,,,
S01,OPHTHALMOLOGICALS,S01K,SURGICAL AIDS,S01KA,Viscoelastic substances,S01KA01,hyaluronic acid,,,,
S01,OPHTHALMOLOGICALS,S01K,SURGICAL AIDS,S01KA,Viscoelastic substances,S01KA02,hypromellose,,,,
S01,OPHTHALMOLOGICALS,S01K,SURGICAL AIDS,S01KA,Viscoelastic substances,S01KA51,"hyaluronic acid, combinations",,,,
S01,OPHTHALMOLOGICALS,S01K,SURGICAL AIDS,S01KX,Other surgical aids,S01KX01,chymotrypsin,,,,
S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,S01LA01,verteporfin,,,,
S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,S01LA02,anecortave,,,,
S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,S01LA03,pegaptanib,,,,
S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,S01LA04,ranibizumab,,,,
S01,OPHTHALMOLOGICALS,S01L,OCULAR VASCULAR DISORDER AGENTS,S01LA,Antineovascularisation agents,S01LA05,aflibercept,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA01,guaiazulen,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA02,retinol,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA03,"sodium chloride, hypertonic",,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA04,potassium iodide,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA05,sodium edetate,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA06,ethylmorphine,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA07,alum,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA08,acetylcysteine,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA09,iodoheparinate,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA10,inosine,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA11,nandrolone,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA12,dexpanthenol,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA13,alteplase,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA14,heparin,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA15,ascorbic acid,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA18,ciclosporin,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA19,"limbal stem cells, autologous",,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA20,artificial tears and other indifferent preparations,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA21,mercaptamine,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA22,ocriplasmin,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA23,sirolimus,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA24,cenegermin,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA25,lifitegrast,,,,
S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,S01XA26,riboflavin,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA01,chloramphenicol,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA02,nitrofural,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA03,boric acid,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA04,aluminium acetotartrate,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA05,clioquinol,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA06,hydrogen peroxide,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA07,neomycin,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA08,tetracycline,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA09,chlorhexidine,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA10,acetic acid,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA11,polymyxin B,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA12,rifamycin,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA13,miconazole,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA14,gentamicin,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA15,ciprofloxacin,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA16,ofloxacin,,,,
S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,S02AA30,"antiinfectives, combinations",,,,
S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,S02BA01,hydrocortisone,,,,
S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,S02BA03,prednisolone,,,,
S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,S02BA06,dexamethasone,,,,
S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,S02BA07,betamethasone,,,,
S02,OTOLOGICALS,S02B,CORTICOSTEROIDS,S02BA,Corticosteroids,S02BA08,fluocinolone acetonide,,,,
S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,S02CA01,prednisolone and antiinfectives,,,,
S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,S02CA02,flumetasone and antiinfectives,,,,
S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,S02CA03,hydrocortisone and antiinfectives,,,,
